Age,Attrition,Travelling Frequency,Department,Education,EducationField,EmployeeCount,Employee Id,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Monthly Income,OverTime,PercentSalaryHike,PerformanceRating,Standard Working Hours,Total Experience,Total Trainings Last Year,WorkLifeBalance, Years In Current Company,YearsInCurrentRole,YearsSinceLastPromotion
20,Yes,Travel_Rarely,Research & Development,3,Medical,1,1016,Female,98,1,Research Scientist,1,Single,18275,Yes,15,3,80,1,2,3,1,0,0
30,Yes,Travel_Frequently,Research & Development,3,Medical,1,1017,Female,60,1,Laboratory Technician,2,Single,25725,No,17,3,80,4,3,3,3,2,1
26,No,Travel_Rarely,Research & Development,2,Medical,1,1018,Male,32,2,Manufacturing Director,4,Married,3334,No,12,3,80,8,2,3,8,7,1
22,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1019,Male,94,1,Laboratory Technician,1,Married,6881,No,15,3,80,4,3,2,4,3,1
48,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1022,Male,97,2,Healthcare Representative,3,Single,13119,No,13,3,80,19,0,3,2,2,2
48,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1024,Male,78,3,Healthcare Representative,3,Single,22245,No,14,3,80,27,3,3,15,11,4
41,No,Travel_Rarely,Research & Development,2,Medical,1,1025,Female,42,2,Manufacturing Director,3,Single,23371,No,14,3,80,8,6,3,2,2,2
39,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1026,Female,65,4,Manufacturing Director,4,Married,7060,No,16,3,80,21,3,3,21,6,11
27,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1027,Female,47,2,Manufacturing Director,4,Married,4658,No,18,3,80,4,2,3,3,2,2
35,No,Travel_Rarely,Research & Development,3,Other,1,1028,Male,45,1,Laboratory Technician,4,Divorced,9541,No,20,4,80,3,4,2,3,2,1
42,No,Travel_Rarely,Sales,2,Marketing,1,1029,Male,90,5,Manager,3,Married,7770,No,13,3,80,21,3,4,1,0,0
50,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1030,Male,64,1,Laboratory Technician,4,Married,20165,No,18,3,80,8,5,3,1,0,0
59,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1032,Female,69,4,Manufacturing Director,4,Single,21829,Yes,13,3,80,30,4,3,5,3,4
37,Yes,Travel_Rarely,Research & Development,2,Medical,1,1033,Female,61,2,Healthcare Representative,2,Married,14382,No,15,3,80,15,2,1,1,0,0
55,No,Travel_Frequently,Research & Development,4,Medical,1,1034,Male,62,2,Healthcare Representative,2,Married,12992,Yes,14,3,80,17,3,3,8,7,6
41,No,Non-Travel,Research & Development,1,Life Sciences,1,1035,Female,55,5,Research Director,3,Divorced,20284,No,22,4,80,21,3,3,21,16,5
38,No,Travel_Rarely,Sales,4,Life Sciences,1,1036,Male,42,2,Sales Executive,4,Single,4981,Yes,12,3,80,19,1,3,1,0,0
26,Yes,Non-Travel,Sales,2,Medical,1,1037,Male,79,2,Sales Executive,1,Single,21813,No,18,3,80,7,6,3,2,2,2
52,Yes,Travel_Rarely,Sales,1,Marketing,1,1038,Female,57,5,Manager,4,Married,25846,No,15,3,80,33,3,3,32,14,6
44,No,Travel_Rarely,Sales,3,Medical,1,1039,Female,53,4,Sales Executive,4,Married,11737,Yes,18,3,80,23,2,3,12,11,11
50,No,Non-Travel,Sales,3,Life Sciences,1,1040,Female,95,2,Sales Executive,3,Married,24920,No,12,3,80,19,3,3,18,7,0
36,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,1042,Female,43,1,Laboratory Technician,1,Single,8269,No,16,3,80,18,1,3,17,13,15
39,No,Travel_Frequently,Research & Development,3,Medical,1,1043,Female,82,3,Manufacturing Director,1,Single,5083,Yes,13,3,80,21,2,3,21,6,2
33,No,Non-Travel,Sales,1,Life Sciences,1,1044,Female,88,1,Sales Representative,4,Single,21437,No,19,3,80,3,2,2,2,2,2
45,No,Travel_Rarely,Sales,2,Life Sciences,1,1045,Female,90,4,Manager,4,Married,5404,No,13,3,80,26,4,4,9,3,1
32,No,Non-Travel,Research & Development,4,Medical,1,1046,Female,69,1,Laboratory Technician,3,Single,11135,No,12,3,80,10,2,3,8,7,7
34,No,Travel_Rarely,Sales,4,Marketing,1,1047,Male,75,2,Sales Executive,4,Divorced,12278,No,11,3,80,16,2,2,15,1,0
59,No,Travel_Rarely,Sales,2,Technical Degree,1,1048,Male,66,3,Manager,4,Married,11038,Yes,14,3,80,14,1,1,6,4,0
45,No,Travel_Rarely,Human Resources,4,Medical,1,1049,Male,36,1,Human Resources,2,Single,8318,No,16,3,80,6,3,3,6,3,0
53,No,Travel_Frequently,Sales,3,Marketing,1,1050,Female,38,3,Sales Executive,2,Married,23537,No,12,3,80,30,2,3,15,7,6
36,Yes,Travel_Rarely,Research & Development,3,Other,1,1052,Male,81,2,Laboratory Technician,3,Divorced,7858,No,14,3,80,9,3,2,1,0,0
26,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,1053,Male,57,1,Research Scientist,1,Married,15346,Yes,14,3,80,6,2,3,3,2,1
34,No,Travel_Rarely,Sales,4,Life Sciences,1,1055,Female,87,1,Sales Representative,3,Married,18410,Yes,19,3,80,1,2,3,1,1,0
28,No,Travel_Rarely,Sales,1,Medical,1,1056,Male,74,1,Sales Representative,2,Married,23384,No,22,4,80,1,5,3,1,0,0
38,No,Travel_Frequently,Research & Development,4,Other,1,1060,Male,44,1,Research Scientist,3,Married,2997,No,16,3,80,8,2,3,2,2,2
50,No,Travel_Rarely,Research & Development,4,Medical,1,1061,Male,62,5,Research Director,3,Married,12853,Yes,11,3,80,29,2,2,8,1,7
37,No,Travel_Rarely,Research & Development,3,Other,1,1062,Female,35,2,Healthcare Representative,2,Single,13848,No,15,3,80,8,3,2,4,3,0
40,No,Travel_Rarely,Sales,3,Marketing,1,1066,Male,74,2,Sales Executive,1,Married,22217,No,14,3,80,8,3,2,7,7,7
26,No,Travel_Frequently,Research & Development,1,Medical,1,1068,Female,66,1,Research Scientist,3,Divorced,25265,No,13,3,80,5,5,3,5,3,1
46,No,Travel_Rarely,Research & Development,4,Medical,1,1069,Male,40,5,Research Director,4,Divorced,21445,No,17,3,80,23,0,3,2,2,2
54,No,Travel_Rarely,Sales,4,Life Sciences,1,1070,Female,41,3,Sales Executive,3,Married,8392,No,11,3,80,13,4,3,9,4,7
56,No,Travel_Frequently,Research & Development,3,Medical,1,1071,Female,63,1,Research Scientist,3,Married,12154,No,19,3,80,18,4,3,5,4,0
36,No,Travel_Rarely,Research & Development,5,Medical,1,1073,Female,51,3,Manufacturing Director,4,Single,15669,No,11,3,80,15,2,2,14,8,7
55,No,Non-Travel,Research & Development,1,Medical,1,1074,Male,40,4,Manager,1,Single,17323,No,15,3,80,31,3,4,9,7,6
43,No,Travel_Rarely,Sales,3,Medical,1,1076,Male,79,3,Sales Executive,4,Divorced,5268,No,13,3,80,18,5,3,1,0,0
20,Yes,Travel_Frequently,Sales,3,Marketing,1,1077,Female,54,1,Sales Representative,4,Single,17205,Yes,14,3,80,2,3,3,2,2,0
21,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,1079,Female,36,1,Laboratory Technician,1,Single,17258,No,13,3,80,1,6,2,1,0,1
46,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1080,Female,74,2,Research Scientist,1,Divorced,21029,Yes,23,4,80,19,2,3,16,13,1
51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,1081,Male,34,1,Research Scientist,3,Married,10332,Yes,12,3,80,18,2,4,10,0,2
28,Yes,Non-Travel,Research & Development,2,Technical Degree,1,1082,Male,72,3,Healthcare Representative,1,Single,12355,No,12,3,80,10,2,2,10,7,1
26,No,Travel_Rarely,Research & Development,2,Medical,1,1083,Male,59,1,Laboratory Technician,1,Married,11141,No,16,3,80,6,2,3,5,3,1
30,No,Travel_Rarely,Research & Development,3,Other,1,1084,Male,85,2,Manufacturing Director,1,Married,9096,No,15,3,80,7,1,2,6,2,0
41,No,Travel_Rarely,Research & Development,2,Technical Degree,1,1085,Female,43,1,Research Scientist,3,Married,18863,No,13,3,80,10,3,3,10,6,0
38,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1088,Female,65,3,Healthcare Representative,3,Married,24608,No,18,3,80,20,4,2,19,9,1
40,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1092,Male,61,3,Healthcare Representative,4,Married,26542,No,20,4,80,14,6,3,11,10,11
27,No,Non-Travel,Research & Development,5,Life Sciences,1,1094,Male,87,1,Laboratory Technician,3,Married,5869,No,19,3,80,3,4,3,3,2,1
55,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1096,Male,65,3,Manufacturing Director,2,Married,15813,No,18,3,80,23,4,3,3,2,1
28,No,Travel_Rarely,Research & Development,3,Other,1,1097,Female,59,2,Research Scientist,3,Single,7909,No,13,3,80,10,4,4,8,7,1
44,Yes,Travel_Rarely,Human Resources,2,Medical,1,1098,Male,91,3,Human Resources,1,Married,2326,No,14,3,80,24,1,3,20,6,3
33,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1099,Male,34,3,Healthcare Representative,4,Divorced,21214,No,15,3,80,9,2,3,3,2,1
35,Yes,Travel_Rarely,Sales,3,Technical Degree,1,1100,Male,86,3,Sales Executive,1,Single,10333,Yes,22,4,80,9,2,3,8,7,4
33,Yes,Travel_Frequently,Research & Development,4,Medical,1,1101,Female,54,2,Research Scientist,3,Single,3129,No,22,4,80,14,4,3,13,7,3
28,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1102,Male,50,1,Laboratory Technician,3,Divorced,22482,No,16,3,80,4,5,2,4,2,2
34,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1103,Male,45,2,Healthcare Representative,4,Single,22266,No,17,3,80,7,1,2,6,2,0
37,No,Travel_Rarely,Sales,4,Life Sciences,1,1105,Female,88,2,Sales Executive,4,Divorced,24223,Yes,14,3,80,8,5,3,1,0,0
25,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,1106,Male,32,1,Laboratory Technician,4,Married,4605,Yes,15,3,80,7,3,4,7,7,5
26,Yes,Travel_Rarely,Research & Development,3,Medical,1,1107,Male,37,1,Laboratory Technician,3,Divorced,19373,No,20,4,80,1,0,2,1,1,0
33,Yes,Travel_Rarely,Research & Development,3,Medical,1,1108,Male,55,1,Research Scientist,2,Single,2993,Yes,20,4,80,5,0,3,2,2,2
42,No,Travel_Rarely,Research & Development,2,Medical,1,1109,Male,35,4,Manager,1,Married,14399,No,17,3,80,23,3,3,22,6,13
28,Yes,Travel_Frequently,Research & Development,3,Medical,1,1111,Male,45,1,Laboratory Technician,2,Divorced,7160,No,15,3,80,1,2,3,1,0,0
50,Yes,Travel_Frequently,Sales,4,Other,1,1113,Male,81,2,Sales Executive,3,Single,17251,Yes,14,3,80,5,4,3,0,0,0
33,No,Travel_Frequently,Sales,3,Life Sciences,1,1114,Female,30,2,Sales Executive,2,Married,13401,No,17,3,80,4,3,3,3,2,0
34,No,Non-Travel,Research & Development,4,Life Sciences,1,1115,Male,40,1,Research Scientist,4,Married,22478,No,17,3,80,6,2,3,0,0,0
48,No,Non-Travel,Research & Development,4,Medical,1,1116,Male,35,4,Manager,4,Single,16154,No,22,4,80,27,3,2,5,4,2
45,No,Non-Travel,Sales,4,Life Sciences,1,1117,Female,65,2,Sales Executive,3,Married,17970,No,13,3,80,15,2,3,15,10,4
52,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1118,Male,87,3,Healthcare Representative,2,Single,15322,No,19,3,80,18,4,3,8,6,4
38,No,Travel_Rarely,Sales,4,Marketing,1,1119,Male,73,3,Sales Executive,3,Divorced,5569,Yes,14,3,80,9,2,3,8,7,2
29,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1120,Female,93,1,Research Scientist,4,Divorced,26968,No,22,4,80,11,1,3,7,5,1
28,No,Travel_Rarely,Research & Development,3,Medical,1,1121,Female,93,3,Manufacturing Director,2,Divorced,8039,No,17,3,80,10,3,2,9,7,1
46,No,Travel_Rarely,Sales,1,Marketing,1,1124,Male,52,4,Manager,3,Married,15596,No,12,3,80,23,3,3,12,9,4
38,No,Travel_Rarely,Sales,2,Marketing,1,1125,Male,32,3,Sales Executive,2,Single,20619,No,16,3,80,10,2,3,1,0,0
43,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1126,Female,83,3,Manufacturing Director,1,Married,11535,No,11,3,80,18,1,3,8,7,0
39,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,1127,Male,84,4,Healthcare Representative,4,Divorced,13547,No,11,3,80,21,4,3,18,7,11
40,No,Travel_Rarely,Research & Development,3,Medical,1,1128,Male,44,5,Research Director,3,Single,17544,No,14,3,80,21,2,4,20,7,4
21,No,Travel_Rarely,Research & Development,1,Technical Degree,1,1131,Female,70,1,Research Scientist,2,Single,25326,Yes,11,3,80,2,6,4,2,2,2
39,No,Non-Travel,Research & Development,3,Life Sciences,1,1132,Male,70,2,Laboratory Technician,2,Single,8770,No,15,3,80,9,2,2,5,4,0
36,No,Non-Travel,Research & Development,4,Life Sciences,1,1133,Male,78,2,Manufacturing Director,4,Single,23238,No,20,4,80,18,0,3,11,9,0
31,No,Travel_Frequently,Sales,3,Life Sciences,1,1135,Male,67,1,Sales Representative,4,Married,21981,No,12,3,80,3,4,3,2,2,2
28,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1136,Male,67,1,Research Scientist,2,Married,19911,No,17,3,80,6,2,1,5,3,0
35,No,Travel_Frequently,Sales,2,Marketing,1,1137,Male,54,2,Sales Executive,4,Divorced,18500,No,11,3,80,5,3,3,5,2,0
49,No,Travel_Rarely,Sales,4,Technical Degree,1,1138,Male,56,4,Sales Executive,2,Married,11879,No,17,3,80,22,3,3,9,8,2
34,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1140,Male,95,2,Manufacturing Director,3,Single,15834,No,11,3,80,5,3,2,3,2,0
29,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1143,Female,61,1,Research Scientist,2,Divorced,17940,No,14,3,80,8,2,2,7,5,1
42,No,Travel_Rarely,Research & Development,3,Medical,1,1148,Male,56,2,Laboratory Technician,4,Single,9558,No,19,3,80,16,3,3,1,0,0
29,No,Travel_Rarely,Research & Development,1,Medical,1,1150,Male,79,2,Manufacturing Director,4,Married,17689,Yes,15,3,80,10,2,2,10,7,1
38,No,Travel_Rarely,Human Resources,3,Human Resources,1,1152,Male,37,1,Human Resources,3,Married,6004,No,13,3,80,7,2,4,7,6,5
28,No,Travel_Frequently,Research & Development,3,Life Sciences,1,1154,Male,39,1,Research Scientist,3,Divorced,22088,Yes,14,3,80,3,2,3,3,1,0
18,Yes,Non-Travel,Research & Development,1,Medical,1,1156,Male,80,1,Laboratory Technician,3,Single,13556,No,12,3,80,0,0,3,0,0,0
33,Yes,Travel_Rarely,Sales,4,Marketing,1,1157,Female,77,2,Sales Executive,1,Single,18385,Yes,17,3,80,6,3,3,5,2,0
41,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1158,Male,46,1,Laboratory Technician,4,Married,9051,Yes,11,3,80,6,4,3,1,0,0
31,Yes,Travel_Frequently,Research & Development,3,Medical,1,1160,Male,72,1,Laboratory Technician,3,Married,6233,No,12,3,80,2,5,2,2,2,2
37,No,Travel_Rarely,Research & Development,2,Medical,1,1161,Female,52,2,Healthcare Representative,4,Divorced,17171,No,13,3,80,9,2,3,6,2,1
27,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1162,Male,55,1,Research Scientist,3,Married,7950,No,13,3,80,4,0,3,4,2,2
34,No,Travel_Rarely,Sales,1,Life Sciences,1,1163,Female,70,2,Sales Executive,3,Married,5829,No,20,4,80,6,3,2,6,5,1
35,No,Travel_Rarely,Human Resources,4,Technical Degree,1,1164,Male,100,1,Human Resources,3,Single,7108,No,17,3,80,6,2,1,5,4,1
29,Yes,Travel_Rarely,Sales,1,Life Sciences,1,1165,Female,45,3,Sales Executive,1,Married,11162,No,13,3,80,11,3,1,11,8,3
40,No,Travel_Frequently,Research & Development,4,Medical,1,1166,Female,88,3,Research Director,3,Single,13782,No,17,3,80,20,3,2,18,7,2
42,Yes,Travel_Frequently,Sales,3,Life Sciences,1,1167,Male,44,4,Sales Executive,1,Single,2447,Yes,12,3,80,22,2,2,21,9,13
42,No,Travel_Rarely,Sales,4,Marketing,1,1171,Male,45,2,Sales Executive,1,Single,2253,No,13,3,80,9,3,4,6,4,1
35,No,Travel_Rarely,Research & Development,4,Medical,1,1172,Male,58,1,Laboratory Technician,3,Married,16340,No,12,3,80,10,2,3,8,0,1
24,No,Travel_Rarely,Research & Development,3,Medical,1,1173,Male,49,1,Laboratory Technician,2,Single,6409,No,22,4,80,6,2,3,4,3,1
28,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,1175,Female,79,1,Laboratory Technician,4,Married,22955,Yes,11,3,80,1,4,2,1,1,0
26,No,Travel_Rarely,Research & Development,4,Medical,1,1177,Male,82,1,Laboratory Technician,4,Married,13421,No,22,4,80,8,2,3,8,7,0
30,No,Travel_Rarely,Sales,3,Marketing,1,1179,Male,72,2,Sales Executive,3,Married,2706,No,18,3,80,10,3,3,10,3,1
40,No,Travel_Frequently,Research & Development,2,Medical,1,1180,Female,92,2,Research Scientist,4,Married,21203,Yes,13,3,80,16,3,1,1,1,0
35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1182,Male,44,3,Manufacturing Director,2,Divorced,19588,No,18,3,80,15,2,4,7,7,6
34,No,Travel_Frequently,Research & Development,3,Medical,1,1184,Male,97,2,Healthcare Representative,1,Single,25755,No,20,4,80,14,3,3,13,9,4
35,No,Travel_Frequently,Research & Development,4,Other,1,1185,Male,47,1,Laboratory Technician,4,Married,26537,No,13,3,80,2,2,4,2,2,2
43,Yes,Travel_Rarely,Sales,3,Marketing,1,1188,Female,85,2,Sales Executive,3,Single,9489,No,13,3,80,7,2,2,4,3,1
32,No,Non-Travel,Sales,1,Life Sciences,1,1190,Female,76,1,Sales Representative,1,Divorced,14947,No,12,3,80,1,3,3,1,0,0
56,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1191,Female,92,5,Manager,1,Divorced,18575,No,13,3,80,28,2,3,5,2,4
29,No,Travel_Rarely,Research & Development,1,Medical,1,1192,Female,54,1,Laboratory Technician,4,Married,26342,No,13,3,80,10,5,3,10,8,0
19,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1193,Male,54,1,Research Scientist,1,Single,7172,No,25,4,80,1,4,3,1,1,0
45,No,Travel_Rarely,Research & Development,3,Medical,1,1195,Female,83,1,Research Scientist,3,Married,20100,Yes,19,3,80,7,2,2,3,2,0
37,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1196,Female,56,2,Manufacturing Director,4,Married,9961,No,13,3,80,14,2,2,14,8,3
20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1198,Male,87,1,Laboratory Technician,3,Single,12828,No,12,3,80,2,2,2,2,2,1
44,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,1200,Male,96,1,Research Scientist,3,Single,10826,Yes,11,3,80,6,4,3,6,4,0
53,No,Travel_Rarely,Research & Development,2,Medical,1,1201,Female,50,5,Manager,3,Divorced,18640,No,18,3,80,26,6,3,7,7,4
29,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1202,Female,69,1,Research Scientist,4,Married,26933,Yes,18,3,80,6,2,2,5,4,1
22,Yes,Travel_Frequently,Research & Development,4,Life Sciences,1,1203,Male,48,1,Research Scientist,4,Married,4223,Yes,11,3,80,1,5,3,0,0,0
46,No,Travel_Rarely,Sales,3,Marketing,1,1204,Female,69,4,Manager,1,Married,24097,No,23,4,80,28,2,3,26,15,15
44,No,Non-Travel,Research & Development,3,Life Sciences,1,1206,Male,74,1,Research Scientist,3,Single,4279,No,13,3,80,6,3,3,0,0,0
33,No,Travel_Rarely,Human Resources,3,Human Resources,1,1207,Male,99,1,Human Resources,3,Married,8429,No,13,3,80,5,2,3,5,4,1
41,Yes,Non-Travel,Research & Development,2,Life Sciences,1,1210,Male,95,1,Research Scientist,1,Divorced,20293,No,17,3,80,5,2,1,1,0,0
30,No,Travel_Rarely,Sales,4,Life Sciences,1,1211,Male,61,2,Sales Executive,1,Divorced,13192,No,19,3,80,8,3,3,4,3,0
40,No,Travel_Frequently,Sales,4,Medical,1,1212,Male,62,2,Sales Executive,2,Married,25440,No,12,3,80,5,2,3,0,0,0
50,No,Travel_Frequently,Research & Development,3,Medical,1,1215,Female,30,4,Manager,1,Married,9490,No,22,4,80,32,3,3,2,2,2
28,No,Travel_Rarely,Research & Development,4,Medical,1,1216,Male,78,1,Laboratory Technician,1,Married,12449,No,12,3,80,6,2,3,6,5,3
46,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1217,Male,52,5,Research Director,2,Married,10849,No,11,3,80,25,2,3,4,2,0
35,No,Travel_Rarely,Sales,4,Life Sciences,1,1218,Male,94,2,Sales Executive,1,Married,21026,Yes,15,3,80,15,2,3,7,7,1
24,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,1219,Female,97,1,Laboratory Technician,2,Married,3372,No,13,3,80,1,3,1,1,0,0
33,No,Travel_Frequently,Sales,3,Medical,1,1220,Female,82,2,Sales Executive,3,Married,4905,No,12,3,80,10,3,2,10,7,0
36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1221,Male,60,1,Laboratory Technician,3,Divorced,6865,No,14,3,80,7,4,3,7,7,1
30,No,Travel_Rarely,Research & Development,4,Life Sciences,1,1224,Male,49,2,Laboratory Technician,3,Divorced,11309,No,13,3,80,10,4,2,10,7,8
44,No,Travel_Rarely,Research & Development,4,Other,1,1225,Male,32,2,Research Scientist,4,Single,7744,No,25,4,80,20,3,3,20,11,13
20,No,Travel_Rarely,Sales,3,Marketing,1,1226,Male,43,1,Sales Representative,4,Single,5050,No,17,3,80,2,2,3,2,1,2
46,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1228,Male,60,2,Manufacturing Director,4,Divorced,17433,No,11,3,80,12,3,2,6,3,1
42,No,Non-Travel,Human Resources,5,Medical,1,1231,Male,79,2,Human Resources,1,Married,12858,No,16,3,80,10,3,4,4,3,0
60,No,Travel_Rarely,Sales,4,Marketing,1,1233,Male,52,2,Sales Executive,4,Divorced,10893,Yes,18,3,80,12,3,3,11,7,1
32,No,Travel_Frequently,Research & Development,3,Other,1,1234,Female,77,1,Laboratory Technician,2,Married,7331,No,20,4,80,2,2,3,2,2,2
32,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1235,Female,38,2,Research Scientist,3,Single,2338,Yes,14,3,80,10,2,3,8,7,0
36,No,Travel_Rarely,Research & Development,3,Technical Degree,1,1237,Female,77,3,Manufacturing Director,1,Divorced,4235,Yes,21,4,80,17,2,3,7,7,7
33,No,Travel_Rarely,Research & Development,3,Medical,1,1238,Male,60,1,Research Scientist,4,Married,6311,No,13,3,80,15,5,3,14,10,4
40,No,Travel_Rarely,Sales,3,Technical Degree,1,1239,Female,84,2,Sales Executive,2,Divorced,11591,No,12,3,80,7,2,4,5,1,1
25,No,Travel_Rarely,Sales,4,Life Sciences,1,1240,Male,57,2,Sales Executive,4,Single,20623,No,14,3,80,5,4,3,4,3,1
30,No,Travel_Rarely,Research & Development,3,Medical,1,1241,Male,63,1,Research Scientist,2,Married,9369,Yes,21,4,80,12,2,3,11,9,5
42,No,Travel_Frequently,Research & Development,5,Medical,1,1242,Female,60,3,Research Director,1,Married,23281,Yes,17,3,80,20,6,3,1,0,0
35,No,Non-Travel,Sales,2,Marketing,1,1243,Female,78,3,Sales Executive,4,Married,13755,Yes,11,3,80,16,6,2,13,2,4
27,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1244,Male,42,1,Research Scientist,1,Married,14377,Yes,14,3,80,9,3,2,9,7,6
54,No,Travel_Frequently,Research & Development,4,Life Sciences,1,1245,Female,53,3,Manufacturing Director,3,Divorced,9659,No,17,3,80,33,2,1,5,4,1
44,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1246,Female,72,1,Research Scientist,4,Married,19982,No,13,3,80,10,5,3,10,5,7
19,Yes,Non-Travel,Research & Development,3,Medical,1,1248,Female,96,1,Research Scientist,2,Single,6148,Yes,25,4,80,1,2,4,1,1,0
29,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1249,Female,97,1,Research Scientist,4,Divorced,5598,No,15,3,80,3,5,3,3,2,1
54,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1250,Male,85,4,Research Director,4,Married,23474,No,14,3,80,36,2,3,10,9,0
31,No,Travel_Rarely,Research & Development,2,Medical,1,1251,Male,80,2,Healthcare Representative,1,Married,17089,Yes,12,3,80,6,2,2,6,5,0
31,No,Travel_Rarely,Research & Development,3,Medical,1,1252,Female,96,2,Healthcare Representative,1,Single,17198,No,19,3,80,10,2,3,10,9,1
59,No,Travel_Rarely,Sales,3,Life Sciences,1,1254,Female,48,2,Sales Executive,4,Single,16490,No,17,3,80,13,2,3,6,1,0
43,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1255,Male,96,5,Research Director,4,Married,18625,No,14,3,80,25,2,3,8,7,0
49,No,Travel_Rarely,Research & Development,2,Medical,1,1256,Male,85,5,Manager,3,Married,12124,No,13,3,80,23,2,4,1,0,0
36,No,Travel_Frequently,Research & Development,3,Technical Degree,1,1257,Male,46,1,Research Scientist,2,Married,9256,No,12,3,80,12,2,2,11,10,0
48,No,Travel_Rarely,Research & Development,2,Technical Degree,1,1258,Male,76,1,Laboratory Technician,2,Single,16620,No,11,3,80,7,4,2,1,0,0
27,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1259,Male,76,1,Research Scientist,3,Divorced,3208,No,11,3,80,5,2,3,5,3,0
29,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1260,Male,82,2,Healthcare Representative,4,Divorced,4204,Yes,11,3,80,6,2,3,6,0,1
48,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1263,Male,76,5,Research Director,4,Single,8733,No,12,3,80,25,3,4,1,0,0
29,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1264,Female,87,4,Research Director,4,Divorced,3423,No,14,3,80,9,2,2,7,7,1
34,No,Travel_Rarely,Research & Development,3,Technical Degree,1,1265,Female,89,1,Research Scientist,3,Married,21643,No,17,3,80,2,5,2,1,0,0
44,No,Travel_Rarely,Sales,3,Marketing,1,1267,Male,88,5,Manager,2,Married,8751,No,11,3,80,26,5,3,22,9,3
33,No,Travel_Rarely,Sales,5,Marketing,1,1268,Male,82,3,Sales Executive,3,Divorced,21708,Yes,14,3,80,10,3,3,9,8,0
19,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1269,Female,57,1,Research Scientist,4,Single,21221,Yes,12,3,80,1,2,3,1,0,0
23,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1270,Male,47,1,Research Scientist,3,Married,16901,No,22,4,80,1,2,3,1,0,0
25,Yes,Travel_Frequently,Sales,1,Life Sciences,1,1273,Male,73,1,Sales Representative,4,Single,8040,Yes,14,3,80,1,4,3,1,0,1
26,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1275,Male,53,1,Research Scientist,4,Single,9973,Yes,20,4,80,8,2,2,8,5,2
45,Yes,Travel_Rarely,Sales,3,Marketing,1,1277,Female,94,5,Manager,2,Single,2493,Yes,16,3,80,26,2,3,24,10,1
55,No,Non-Travel,Research & Development,1,Medical,1,1278,Male,37,4,Healthcare Representative,2,Divorced,25592,Yes,15,3,80,34,3,3,33,9,15
21,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,1279,Female,45,1,Laboratory Technician,3,Single,25308,No,20,4,80,2,2,1,2,2,2
